covariateId,mean_0,mean_1,correlation
1118084410,0,1,1
1118084412,0,1,1
1118084413,0,1,1
1124300410,1,0,-0.9999999999999998
1124300412,1,0,-0.9999999999999998
1124300413,1,0,-0.9999999999999998
21603638413,1,0.00229147571035747,-0.998613097071503
21603638412,1,0.008249312557286892,-0.995004372142968
21603991413,0.0019269679159841988,1,0.9944887540484546
21603991412,0.003083148665574718,1,0.9912153830965876
21603940413,1,0.016498625114573784,-0.9900009344489905
21603616413,1,0.025664527956003668,-0.9844321445777137
21604034413,1,0.029789184234647114,-0.9819228812377564
21604035413,1,0.029789184234647114,-0.9819228812377564
21604036413,1,0.029789184234647114,-0.9819228812377564
21603940412,1,0.033455545371219066,-0.97969067020145
21604034412,1,0.04537121906507791,-0.9724243399362805
21604035412,1,0.04537121906507791,-0.9724243399362805
21604036412,1,0.04537121906507791,-0.9724243399362805
21603638410,1,0.05087076076993584,-0.9690645088455092
21603991410,0.01522304653627517,1,0.9582710821382058
21603616412,1,0.07378551787351054,-0.9550216877630591
21603551413,1,0.09899175068744272,-0.9394889124783
21603550413,1,0.09945004582951421,-0.9392056259658635
21603940410,1,0.16315307057745188,-0.8994970535115083
21604034410,1,0.20119156736938587,-0.8754383906822373
21604035410,1,0.20119156736938587,-0.8754383906822373
21604036410,1,0.20119156736938587,-0.8754383906822373
21603551412,1,0.22731439046746105,-0.8587456204155132
21603550412,1,0.2296058661778185,-0.8572742754559328
21603616410,1,0.34142988084326303,-0.7838776406972079
21603551410,1,0.6338221814848762,-0.5684381076196637
21603550410,1,0.6416131989000916,-0.5619524234692563
1150871413,0.102803738317757,0.0036663611365719525,-0.1342622484322165
21600092413,0.102803738317757,0.0036663611365719525,-0.1342622484322165
1150871412,0.104634357837942,0.006416131989000917,-0.13164052792719533
21600092412,0.104634357837942,0.006416131989000917,-0.13164052792719533
1150871410,0.11899026881202428,0.02016498625114574,-0.12380690697886784
21600092410,0.11899026881202428,0.02016498625114574,-0.12380690697886784
21600080413,0.2119664707582619,0.12786434463794683,-0.0800572179869597
21600046413,0.21350804509104923,0.12969752520623282,-0.07953867997974363
21600080412,0.2821081029000867,0.19431714023831348,-0.07519633931141968
21600046412,0.2842277676076693,0.19752520623281394,-0.07406160692281569
21600080410,0.5939878601021293,0.5224564619615032,-0.05493688801073105
21600046410,0.599383370266885,0.5307057745187901,-0.05285337839145554
21600001413,0.4490798728201175,0.38267644362969755,-0.05071263673219427
21601238410,0.3971480874843434,0.3377635197066911,-0.046195909544957135
1543229412,0,0.0018331805682859762,0.03892578964498418
21600001412,0.5999614606416803,0.5508707607699358,-0.03783518395300635
21601606410,0.11552172656325273,0.08661778185151238,-0.034928715475421236
21600248410,0.07322478080739955,0.05041246562786435,-0.0340399595855963
21601605410,0.11561807495905194,0.08753437213565536,-0.03390543700246293
1337720412,0,0.001374885426214482,0.03370938046710972
19080226413,0,0.001374885426214482,0.03370938046710972
40161390412,0,0.001374885426214482,0.03370938046710972
19096546412,0,0.001374885426214482,0.033709380467109716
1133732413,1.9269679159841988e-4,0.00229147571035747,0.033692383875822185
987366410,0.005395510164755757,0.01237396883593034,0.032632707112798906
